A	B	score	A_gene	B_gene	AinRAP	BinRAP
9606.ENSP00000261313	9606.ENSP00000290039	302	PEBP1	CACHD1	FALSE	TRUE
9606.ENSP00000230340	9606.ENSP00000311028	302	BYSL	RPS14	TRUE	FALSE
9606.ENSP00000228251	9606.ENSP00000318687	302	YBX3	HSPH1	FALSE	TRUE
9606.ENSP00000252699	9606.ENSP00000330054	302	ACTN4	EEF1A1	TRUE	FALSE
9606.ENSP00000305995	9606.ENSP00000336702	302	PGK2	EIF5A	TRUE	FALSE
9606.ENSP00000267996	9606.ENSP00000341826	302	TPM1	HNRNPA1	TRUE	FALSE
9606.ENSP00000080059	9606.ENSP00000349960	302	HDAC7	ACTB	TRUE	FALSE
9606.ENSP00000287820	9606.ENSP00000349960	302	PPARG	ACTB	TRUE	FALSE
9606.ENSP00000336701	9606.ENSP00000350028	302	RAD51C	MOV10	TRUE	FALSE
9606.ENSP00000247207	9606.ENSP00000361626	302	HSPA2	YBX1	TRUE	FALSE
9606.ENSP00000254963	9606.ENSP00000361626	302	HSPA12B	YBX1	TRUE	FALSE
9606.ENSP00000361626	9606.ENSP00000364801	302	YBX1	HSPA1B	FALSE	TRUE
9606.ENSP00000235329	9606.ENSP00000367220	302	MFN2	ACTR2	TRUE	FALSE
9606.ENSP00000263969	9606.ENSP00000367220	302	MFN1	ACTR2	TRUE	FALSE
9606.ENSP00000272645	9606.ENSP00000370258	302	POLR2D	EIF3CL	TRUE	FALSE
9606.ENSP00000350028	9606.ENSP00000372088	302	MOV10	RAD51	FALSE	TRUE
9606.ENSP00000351108	9606.ENSP00000377958	302	HNRNPAB	CCT4	FALSE	TRUE
9606.ENSP00000331127	9606.ENSP00000391723	302	BOLA2	PUM1	TRUE	FALSE
9606.ENSP00000272252	9606.ENSP00000405573	302	GALM	GPI	TRUE	FALSE
9606.ENSP00000370258	9606.ENSP00000425634	302	EIF3CL	HARS	FALSE	TRUE
9606.ENSP00000346027	9606.ENSP00000436049	302	RPL21	EIF3M	FALSE	TRUE
9606.ENSP00000216117	9606.ENSP00000224784	301	HMOX1	ACTA2	TRUE	FALSE
9606.ENSP00000222381	9606.ENSP00000224784	301	PON1	ACTA2	TRUE	FALSE
9606.ENSP00000265717	9606.ENSP00000300146	301	PRKAR2B	PATL1	TRUE	FALSE
9606.ENSP00000257497	9606.ENSP00000315130	301	ANXA1	CLU	FALSE	TRUE
9606.ENSP00000302790	9606.ENSP00000330054	301	XPO6	EEF1A1	TRUE	FALSE
9606.ENSP00000259239	9606.ENSP00000346001	301	IMP4	RPL3	TRUE	FALSE
9606.ENSP00000296577	9606.ENSP00000350028	301	ABCE1	MOV10	TRUE	FALSE
9606.ENSP00000300146	9606.ENSP00000351410	301	PATL1	PRKAR1A	FALSE	TRUE
9606.ENSP00000300146	9606.ENSP00000353415	301	PATL1	PRKAR1B	FALSE	TRUE
9606.ENSP00000230085	9606.ENSP00000354722	301	SNX3	EIF1AY	TRUE	FALSE
9606.ENSP00000219473	9606.ENSP00000361626	301	USP10	YBX1	TRUE	FALSE
9606.ENSP00000225388	9606.ENSP00000361626	301	NUFIP2	YBX1	TRUE	FALSE
9606.ENSP00000264657	9606.ENSP00000361626	301	STAT3	YBX1	TRUE	FALSE
9606.ENSP00000355315	9606.ENSP00000370258	301	RPL39	EIF3CL	TRUE	FALSE
9606.ENSP00000361626	9606.ENSP00000460871	301	YBX1	RSL1D1	FALSE	TRUE
9606.ENSP00000227507	9606.ENSP00000257497	300	CCND1	ANXA1	TRUE	FALSE
9606.ENSP00000262803	9606.ENSP00000294053	300	UPF1	CLPB	FALSE	TRUE
9606.ENSP00000261313	9606.ENSP00000300161	300	PEBP1	YWHAB	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000302621	300	ACTA2	LRG1	FALSE	TRUE
9606.ENSP00000262056	9606.ENSP00000304895	300	EIF4B	IRS1	FALSE	TRUE
9606.ENSP00000269571	9606.ENSP00000305958	300	ERBB2	STIP1	TRUE	FALSE
9606.ENSP00000262187	9606.ENSP00000311449	300	RHEB	RAB6A	TRUE	FALSE
9606.ENSP00000225655	9606.ENSP00000324792	300	PFN1	NFATC2IP	FALSE	TRUE
9606.ENSP00000302728	9606.ENSP00000330054	300	GUSB	EEF1A1	TRUE	FALSE
9606.ENSP00000259667	9606.ENSP00000336702	300	HINT2	EIF5A	TRUE	FALSE
9606.ENSP00000335084	9606.ENSP00000336702	300	PPP1CC	EIF5A	TRUE	FALSE
9606.ENSP00000342032	9606.ENSP00000346001	300	BPGM	RPL3	TRUE	FALSE
9606.ENSP00000341826	9606.ENSP00000350249	300	HNRNPA1	POT1	FALSE	TRUE
9606.ENSP00000257497	9606.ENSP00000354826	300	ANXA1	CALD1	FALSE	TRUE
9606.ENSP00000262803	9606.ENSP00000358320	300	UPF1	POLR3GL	FALSE	TRUE
9606.ENSP00000354346	9606.ENSP00000361626	300	MATR3	YBX1	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000366482	300	ACTA2	FXN	FALSE	TRUE
9606.ENSP00000262803	9606.ENSP00000368552	300	UPF1	SIRT5	FALSE	TRUE
9606.ENSP00000220659	9606.ENSP00000370258	300	BRF2	EIF3CL	TRUE	FALSE
9606.ENSP00000262056	9606.ENSP00000378917	300	EIF4B	ATXN2L	FALSE	TRUE
9606.ENSP00000361626	9606.ENSP00000386896	300	YBX1	ITGA6	FALSE	TRUE
9606.ENSP00000346694	9606.ENSP00000387286	300	HNRNPA2B1	RAB1A	TRUE	FALSE
9606.ENSP00000385834	9606.ENSP00000387286	300	TF	RAB1A	TRUE	FALSE
9606.ENSP00000338348	9606.ENSP00000390783	300	UBE2G2	SCFD1	TRUE	FALSE
9606.ENSP00000362334	9606.ENSP00000390783	300	PSMB2	SCFD1	TRUE	FALSE
9606.ENSP00000383719	9606.ENSP00000390783	300	UBE2J2	SCFD1	TRUE	FALSE
9606.ENSP00000355013	9606.ENSP00000398131	300	CTR9	GSPT1	TRUE	FALSE
9606.ENSP00000370258	9606.ENSP00000448323	300	EIF3CL	BRF1	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000244051	299	PFN1	MOCS3	FALSE	TRUE
9606.ENSP00000225792	9606.ENSP00000262056	299	DDX5	EIF4B	TRUE	FALSE
9606.ENSP00000264161	9606.ENSP00000270625	299	DARS	RPS11	TRUE	FALSE
9606.ENSP00000155840	9606.ENSP00000295598	299	KCNQ1	ATP1A1	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000305918	299	ACTA2	BRD3	FALSE	TRUE
9606.ENSP00000290341	9606.ENSP00000317379	299	IGF2BP1	GLS	FALSE	TRUE
9606.ENSP00000262803	9606.ENSP00000329715	299	UPF1	DRG1	FALSE	TRUE
9606.ENSP00000295598	9606.ENSP00000329715	299	ATP1A1	DRG1	FALSE	TRUE
9606.ENSP00000262056	9606.ENSP00000330460	299	EIF4B	DDX59	FALSE	TRUE
9606.ENSP00000325240	9606.ENSP00000331983	299	LASP1	CARMIL1	FALSE	TRUE
9606.ENSP00000323065	9606.ENSP00000341826	299	GADD45GIP1	HNRNPA1	TRUE	FALSE
9606.ENSP00000340796	9606.ENSP00000341826	299	ZNF326	HNRNPA1	TRUE	FALSE
9606.ENSP00000221419	9606.ENSP00000351947	299	HNRNPL	SMARCAD1	FALSE	TRUE
9606.ENSP00000318177	9606.ENSP00000351947	299	FUBP3	SMARCAD1	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000354568	299	ACTA2	BRDT	FALSE	TRUE
9606.ENSP00000311449	9606.ENSP00000355205	299	RAB6A	INO80	FALSE	TRUE
9606.ENSP00000299001	9606.ENSP00000361626	299	PIWIL4	YBX1	TRUE	FALSE
9606.ENSP00000262056	9606.ENSP00000362687	299	EIF4B	DDX50	FALSE	TRUE
9606.ENSP00000354722	9606.ENSP00000363392	299	EIF1AY	SNX12	FALSE	TRUE
9606.ENSP00000341826	9606.ENSP00000364813	299	HNRNPA1	LSM2	FALSE	TRUE
9606.ENSP00000330054	9606.ENSP00000368984	299	EEF1A1	EXOSC9	FALSE	TRUE
9606.ENSP00000257904	9606.ENSP00000382840	299	CDK4	DDX3X	TRUE	FALSE
9606.ENSP00000229239	9606.ENSP00000387286	299	GAPDH	RAB1A	TRUE	FALSE
9606.ENSP00000288207	9606.ENSP00000391723	299	CCNB2V	PUM1	TRUE	FALSE
9606.ENSP00000313603	9606.ENSP00000391723	299	ABCF1	PUM1	TRUE	FALSE
9606.ENSP00000330054	9606.ENSP00000405455	299	EEF1A1	TKT	FALSE	TRUE
9606.ENSP00000387286	9606.ENSP00000406738	299	RAB1A	SARM1	FALSE	TRUE
9606.ENSP00000382840	9606.ENSP00000419782	299	DDX3X	CDK5	FALSE	TRUE
9606.ENSP00000382840	9606.ENSP00000423665	299	DDX3X	CDK18	FALSE	TRUE
9606.ENSP00000347251	9606.ENSP00000429931	299	GPS1	EIF3H	TRUE	FALSE
9606.ENSP00000341826	9606.ENSP00000439918	299	HNRNPA1	RBM7	FALSE	TRUE
9606.ENSP00000336701	9606.ENSP00000346027	298	RAD51C	RPL21	TRUE	FALSE
9606.ENSP00000225983	9606.ENSP00000349960	298	HDAC5	ACTB	TRUE	FALSE
9606.ENSP00000311873	9606.ENSP00000350028	298	EXO1	MOV10	TRUE	FALSE
9606.ENSP00000350028	9606.ENSP00000357459	298	MOV10	ADAR	FALSE	TRUE
9606.ENSP00000330054	9606.ENSP00000363779	298	EEF1A1	ELP1	FALSE	TRUE
9606.ENSP00000251413	9606.ENSP00000367220	298	TUBG1	ACTR2	TRUE	FALSE
9606.ENSP00000262803	9606.ENSP00000377655	298	UPF1	SENP7	FALSE	TRUE
9606.ENSP00000300146	9606.ENSP00000377655	298	PATL1	SENP7	FALSE	TRUE
9606.ENSP00000345156	9606.ENSP00000382840	298	RPL14	DDX3X	TRUE	FALSE
9606.ENSP00000348578	9606.ENSP00000382840	298	G3BP1	DDX3X	TRUE	FALSE
9606.ENSP00000296328	9606.ENSP00000391723	298	UBXN7	PUM1	TRUE	FALSE
9606.ENSP00000382840	9606.ENSP00000396995	298	DDX3X	PAPD5	FALSE	TRUE
9606.ENSP00000377655	9606.ENSP00000429931	298	SENP7	EIF3H	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000245932	297	ACTA2	VASP	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000308208	297	ACTA2	MMP14	FALSE	TRUE
9606.ENSP00000264027	9606.ENSP00000311449	297	SC5D	RAB6A	TRUE	FALSE
9606.ENSP00000262803	9606.ENSP00000322887	297	UPF1	CIRBP	FALSE	TRUE
9606.ENSP00000300146	9606.ENSP00000332326	297	PATL1	TNFAIP2	FALSE	TRUE
9606.ENSP00000254037	9606.ENSP00000341826	297	ZCCHC9	HNRNPA1	TRUE	FALSE
9606.ENSP00000261741	9606.ENSP00000346001	297	RBM19	RPL3	TRUE	FALSE
9606.ENSP00000272542	9606.ENSP00000346001	297	SLC20A1	RPL3	TRUE	FALSE
9606.ENSP00000261313	9606.ENSP00000346022	297	PEBP1	RPL9	FALSE	TRUE
9606.ENSP00000254037	9606.ENSP00000351108	297	ZCCHC9	HNRNPAB	TRUE	FALSE
9606.ENSP00000225655	9606.ENSP00000356425	297	PFN1	UCHL5	FALSE	TRUE
9606.ENSP00000257497	9606.ENSP00000356425	297	ANXA1	UCHL5	FALSE	TRUE
9606.ENSP00000295598	9606.ENSP00000360124	297	ATP1A1	PGM1	FALSE	TRUE
9606.ENSP00000288422	9606.ENSP00000361626	297	TAB3	YBX1	TRUE	FALSE
9606.ENSP00000300146	9606.ENSP00000369409	297	PATL1	EXOC3L4	FALSE	TRUE
9606.ENSP00000348578	9606.ENSP00000370258	297	G3BP1	EIF3CL	TRUE	FALSE
9606.ENSP00000352738	9606.ENSP00000370258	297	G3BP2	EIF3CL	TRUE	FALSE
9606.ENSP00000354722	9606.ENSP00000370508	297	EIF1AY	MTIF3	FALSE	TRUE
9606.ENSP00000348849	9606.ENSP00000371682	297	RPS26	DCAF16	FALSE	TRUE
9606.ENSP00000361626	9606.ENSP00000378917	297	YBX1	ATXN2L	FALSE	TRUE
9606.ENSP00000290341	9606.ENSP00000385610	297	IGF2BP1	MEX3C	FALSE	TRUE
9606.ENSP00000311028	9606.ENSP00000385610	297	RPS14	MEX3C	FALSE	TRUE
9606.ENSP00000330054	9606.ENSP00000385610	297	EEF1A1	MEX3C	FALSE	TRUE
9606.ENSP00000341826	9606.ENSP00000385610	297	HNRNPA1	MEX3C	FALSE	TRUE
9606.ENSP00000346001	9606.ENSP00000385610	297	RPL3	MEX3C	FALSE	TRUE
9606.ENSP00000382840	9606.ENSP00000385610	297	DDX3X	MEX3C	FALSE	TRUE
9606.ENSP00000303145	9606.ENSP00000390783	297	TMED10	SCFD1	TRUE	FALSE
9606.ENSP00000263857	9606.ENSP00000391723	297	POLR1A	PUM1	TRUE	FALSE
9606.ENSP00000362576	9606.ENSP00000391723	297	YARS	PUM1	TRUE	FALSE
9606.ENSP00000300146	9606.ENSP00000396704	297	PATL1	TOP2B	FALSE	TRUE
9606.ENSP00000317902	9606.ENSP00000398131	297	CEP57	GSPT1	TRUE	FALSE
9606.ENSP00000361626	9606.ENSP00000402338	297	YBX1	RPF2	FALSE	TRUE
9606.ENSP00000300146	9606.ENSP00000411532	297	PATL1	TOP2A	FALSE	TRUE
9606.ENSP00000262848	9606.ENSP00000300146	296	PRKY	PATL1	TRUE	FALSE
9606.ENSP00000225655	9606.ENSP00000303351	296	PFN1	ITGB1	FALSE	TRUE
9606.ENSP00000245304	9606.ENSP00000311449	296	RAP2A	RAB6A	TRUE	FALSE
9606.ENSP00000251973	9606.ENSP00000336702	296	CARD10	EIF5A	TRUE	FALSE
9606.ENSP00000269095	9606.ENSP00000336702	296	MPP2	EIF5A	TRUE	FALSE
9606.ENSP00000316948	9606.ENSP00000341826	296	CLK4	HNRNPA1	TRUE	FALSE
9606.ENSP00000336702	9606.ENSP00000345731	296	EIF5A	DLG1	FALSE	TRUE
9606.ENSP00000303585	9606.ENSP00000367220	296	CLIP1	ACTR2	TRUE	FALSE
9606.ENSP00000313603	9606.ENSP00000398131	296	ABCF1	GSPT1	TRUE	FALSE
9606.ENSP00000346027	9606.ENSP00000410769	296	RPL21	CNBP	FALSE	TRUE
9606.ENSP00000221419	9606.ENSP00000245838	295	HNRNPL	THOC2	FALSE	TRUE
9606.ENSP00000255078	9606.ENSP00000262803	295	IGHMBP2	UPF1	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000272102	295	ACTA2	ARF1	FALSE	TRUE
9606.ENSP00000286713	9606.ENSP00000295897	295	STOM	ALB	FALSE	TRUE
9606.ENSP00000275493	9606.ENSP00000305958	295	EGFR	STIP1	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000319286	295	ACTA2	GP5	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000323856	295	PFN1	PLEC	FALSE	TRUE
9606.ENSP00000309831	9606.ENSP00000341826	295	SNUPN	HNRNPA1	TRUE	FALSE
9606.ENSP00000312042	9606.ENSP00000341826	295	HDLBP	HNRNPA1	TRUE	FALSE
9606.ENSP00000329757	9606.ENSP00000346001	295	ATP6V0C	RPL3	TRUE	FALSE
9606.ENSP00000262843	9606.ENSP00000346027	295	MID2	RPL21	TRUE	FALSE
9606.ENSP00000301396	9606.ENSP00000349960	295	PELP1	ACTB	TRUE	FALSE
9606.ENSP00000347451	9606.ENSP00000349960	295	LINGO1	ACTB	TRUE	FALSE
9606.ENSP00000262803	9606.ENSP00000351686	295	UPF1	PRDM10	FALSE	TRUE
9606.ENSP00000286713	9606.ENSP00000357980	295	STOM	HTRA1	FALSE	TRUE
9606.ENSP00000362576	9606.ENSP00000367220	295	YARS	ACTR2	TRUE	FALSE
9606.ENSP00000361446	9606.ENSP00000370258	295	POLR3A	EIF3CL	TRUE	FALSE
9606.ENSP00000323858	9606.ENSP00000382840	295	DDX54	DDX3X	TRUE	FALSE
9606.ENSP00000353098	9606.ENSP00000382840	295	MCMBP	DDX3X	TRUE	FALSE
9606.ENSP00000346001	9606.ENSP00000393953	295	RPL3	PNPT1	FALSE	TRUE
9606.ENSP00000263331	9606.ENSP00000398131	295	POLR1B	GSPT1	TRUE	FALSE
9606.ENSP00000358089	9606.ENSP00000398131	295	TIAL1	GSPT1	TRUE	FALSE
9606.ENSP00000222388	9606.ENSP00000405573	295	ABCF2	GPI	TRUE	FALSE
9606.ENSP00000289228	9606.ENSP00000405573	295	ACTR1B	GPI	TRUE	FALSE
9606.ENSP00000313603	9606.ENSP00000405573	295	ABCF1	GPI	TRUE	FALSE
9606.ENSP00000358921	9606.ENSP00000405573	295	ACTR1A	GPI	TRUE	FALSE
9606.ENSP00000221419	9606.ENSP00000251849	294	HNRNPL	RAF1	FALSE	TRUE
9606.ENSP00000227507	9606.ENSP00000290341	294	CCND1	IGF2BP1	TRUE	FALSE
9606.ENSP00000261313	9606.ENSP00000326219	294	PEBP1	DHRS4	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000331310	294	ACTA2	MORF4L1	FALSE	TRUE
9606.ENSP00000267287	9606.ENSP00000341826	294	MBLL	HNRNPA1	TRUE	FALSE
9606.ENSP00000309126	9606.ENSP00000346001	294	NSUN5	RPL3	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000353643	294	ACTA2	MORF4L2	FALSE	TRUE
9606.ENSP00000325240	9606.ENSP00000355809	294	LASP1	ENAH	FALSE	TRUE
9606.ENSP00000349960	9606.ENSP00000358622	294	ACTB	IKBKG	FALSE	TRUE
9606.ENSP00000348634	9606.ENSP00000361626	294	MYH6	YBX1	TRUE	FALSE
9606.ENSP00000228251	9606.ENSP00000362768	294	YBX3	RBL1	FALSE	TRUE
9606.ENSP00000297990	9606.ENSP00000370258	294	NOL6	EIF3CL	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000386520	294	ACTA2	RAD54L2	FALSE	TRUE
9606.ENSP00000349960	9606.ENSP00000386520	294	ACTB	RAD54L2	FALSE	TRUE
9606.ENSP00000346001	9606.ENSP00000419740	294	RPL3	NSUN4	FALSE	TRUE
9606.ENSP00000261637	9606.ENSP00000262056	293	UTP20	EIF4B	TRUE	FALSE
9606.ENSP00000295688	9606.ENSP00000341826	293	CCT3	HNRNPA1	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000347046	293	ACTA2	PDE5A	FALSE	TRUE
9606.ENSP00000311449	9606.ENSP00000351686	293	RAB6A	PRDM10	FALSE	TRUE
9606.ENSP00000245816	9606.ENSP00000361626	293	CLPP	YBX1	TRUE	FALSE
9606.ENSP00000265100	9606.ENSP00000370258	293	RPL26L1	EIF3CL	TRUE	FALSE
9606.ENSP00000341826	9606.ENSP00000378505	293	HNRNPA1	CLK3	FALSE	TRUE
9606.ENSP00000332340	9606.ENSP00000382840	293	DDX28	DDX3X	TRUE	FALSE
9606.ENSP00000361512	9606.ENSP00000405573	293	PRPS1	GPI	TRUE	FALSE
9606.ENSP00000221419	9606.ENSP00000225792	292	HNRNPL	DDX5	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000300648	292	ACTA2	GCN1	FALSE	TRUE
9606.ENSP00000262803	9606.ENSP00000302967	292	UPF1	HDAC3	FALSE	TRUE
9606.ENSP00000230354	9606.ENSP00000341826	292	TBP	HNRNPA1	TRUE	FALSE
9606.ENSP00000303830	9606.ENSP00000341826	292	INSR	HNRNPA1	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000342830	292	ACTA2	RDX	FALSE	TRUE
9606.ENSP00000290341	9606.ENSP00000346694	292	IGF2BP1	HNRNPA2B1	FALSE	TRUE
9606.ENSP00000267814	9606.ENSP00000348849	292	SORD	RPS26	TRUE	FALSE
9606.ENSP00000248553	9606.ENSP00000349960	292	HSPB1	ACTB	TRUE	FALSE
9606.ENSP00000300648	9606.ENSP00000349960	292	GCN1	ACTB	TRUE	FALSE
9606.ENSP00000346001	9606.ENSP00000360671	292	RPL3	SLC25A5	FALSE	TRUE
9606.ENSP00000349960	9606.ENSP00000367059	292	ACTB	ESPN	FALSE	TRUE
9606.ENSP00000351108	9606.ENSP00000378917	292	HNRNPAB	ATXN2L	FALSE	TRUE
9606.ENSP00000295598	9606.ENSP00000382342	292	ATP1A1	ABCC1	FALSE	TRUE
9606.ENSP00000256442	9606.ENSP00000413964	292	CCNB1	LSM14A	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000246792	291	ACTA2	RRAS	FALSE	TRUE
9606.ENSP00000272102	9606.ENSP00000309629	291	ARF1	CFL1	TRUE	FALSE
9606.ENSP00000282276	9606.ENSP00000330054	291	MARS2	EEF1A1	TRUE	FALSE
9606.ENSP00000274242	9606.ENSP00000336702	291	RPL37	EIF5A	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000346032	291	ACTA2	ANXA2	FALSE	TRUE
9606.ENSP00000354722	9606.ENSP00000364320	291	EIF1AY	MRTO4	FALSE	TRUE
9606.ENSP00000354722	9606.ENSP00000366246	291	EIF1AY	GPC6	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000381824	291	ACTA2	SAC3D1	FALSE	TRUE
9606.ENSP00000349960	9606.ENSP00000381824	291	ACTB	SAC3D1	FALSE	TRUE
9606.ENSP00000262429	9606.ENSP00000387286	291	ATP2C2	RAB1A	TRUE	FALSE
9606.ENSP00000272233	9606.ENSP00000387286	291	RHOB	RAB1A	TRUE	FALSE
9606.ENSP00000368438	9606.ENSP00000387286	291	PCNA	RAB1A	TRUE	FALSE
9606.ENSP00000264705	9606.ENSP00000405573	291	CAD	GPI	TRUE	FALSE
9606.ENSP00000311430	9606.ENSP00000405573	291	RPL4	GPI	TRUE	FALSE
9606.ENSP00000382840	9606.ENSP00000429374	291	DDX3X	RPS20	FALSE	TRUE
9606.ENSP00000367220	9606.ENSP00000446714	291	ACTR2	MYL6	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000229239	290	PFN1	GAPDH	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000261693	290	ACTA2	SCARB1	FALSE	TRUE
9606.ENSP00000261015	9606.ENSP00000262056	290	WDR12	EIF4B	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000264159	290	ACTA2	ZRANB3	FALSE	TRUE
9606.ENSP00000257497	9606.ENSP00000277480	290	ANXA1	LCN2	FALSE	TRUE
9606.ENSP00000285093	9606.ENSP00000305958	290	ACAA2	STIP1	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000308944	290	ACTA2	HLTF	FALSE	TRUE
9606.ENSP00000222990	9606.ENSP00000311449	290	SNX8	RAB6A	TRUE	FALSE
9606.ENSP00000300146	9606.ENSP00000312042	290	PATL1	HDLBP	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000337722	290	ACTA2	ARL6	FALSE	TRUE
9606.ENSP00000264903	9606.ENSP00000341826	290	CNOT6L	HNRNPA1	TRUE	FALSE
9606.ENSP00000221486	9606.ENSP00000346001	290	RNASEH2A	RPL3	TRUE	FALSE
9606.ENSP00000293217	9606.ENSP00000349960	290	ACOX1	ACTB	TRUE	FALSE
9606.ENSP00000329357	9606.ENSP00000349960	290	SP1	ACTB	TRUE	FALSE
9606.ENSP00000337459	9606.ENSP00000349960	290	NOS1	ACTB	TRUE	FALSE
9606.ENSP00000337722	9606.ENSP00000349960	290	ARL6	ACTB	TRUE	FALSE
9606.ENSP00000330054	9606.ENSP00000354621	290	EEF1A1	SMURF1	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000358765	290	ACTA2	TPBG	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000359300	290	ACTA2	CETN2	FALSE	TRUE
9606.ENSP00000300146	9606.ENSP00000362993	290	PATL1	BICC1	FALSE	TRUE
9606.ENSP00000270625	9606.ENSP00000364815	290	RPS11	VARS	FALSE	TRUE
9606.ENSP00000257497	9606.ENSP00000366525	290	ANXA1	FTL	FALSE	TRUE
9606.ENSP00000349960	9606.ENSP00000366915	290	ACTB	KLF5	FALSE	TRUE
9606.ENSP00000262726	9606.ENSP00000367220	290	EFCAB6	ACTR2	TRUE	FALSE
9606.ENSP00000295156	9606.ENSP00000367220	290	VSNL1	ACTR2	TRUE	FALSE
9606.ENSP00000333873	9606.ENSP00000367220	290	CIB1	ACTR2	TRUE	FALSE
9606.ENSP00000334785	9606.ENSP00000367220	290	TESC	ACTR2	TRUE	FALSE
9606.ENSP00000359300	9606.ENSP00000367220	290	CETN2	ACTR2	TRUE	FALSE
9606.ENSP00000367197	9606.ENSP00000367220	290	SCGN	ACTR2	TRUE	FALSE
9606.ENSP00000349960	9606.ENSP00000375057	290	ACTB	ARL4C	FALSE	TRUE
9606.ENSP00000300146	9606.ENSP00000376309	290	PATL1	HNRNPA3	FALSE	TRUE
9606.ENSP00000309629	9606.ENSP00000384273	290	CFL1	RELA	FALSE	TRUE
9606.ENSP00000367220	9606.ENSP00000419081	290	ACTR2	CALML4	FALSE	TRUE
9606.ENSP00000331127	9606.ENSP00000429931	290	BOLA2	EIF3H	TRUE	FALSE
9606.ENSP00000391723	9606.ENSP00000470004	290	PUM1	RPS19	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000000233	290	ACTA2	ARF5	FALSE	TRUE
9606.ENSP00000295822	9606.ENSP00000309629	289	EIF5A2	CFL1	TRUE	FALSE
9606.ENSP00000265753	9606.ENSP00000330054	289	EIF4H	EEF1A1	TRUE	FALSE
9606.ENSP00000330054	9606.ENSP00000348283	289	EEF1A1	WWP2	FALSE	TRUE
9606.ENSP00000300146	9606.ENSP00000355261	289	PATL1	SMG5	FALSE	TRUE
9606.ENSP00000305958	9606.ENSP00000357883	289	STIP1	PIP5K1A	FALSE	TRUE
9606.ENSP00000349960	9606.ENSP00000362576	289	ACTB	YARS	FALSE	TRUE
9606.ENSP00000336702	9606.ENSP00000376758	289	EIF5A	PTRH2	FALSE	TRUE
9606.ENSP00000346050	9606.ENSP00000391723	289	RPS3A	PUM1	TRUE	FALSE
9606.ENSP00000312042	9606.ENSP00000398131	289	HDLBP	GSPT1	TRUE	FALSE
9606.ENSP00000227378	9606.ENSP00000257497	288	HSPA8	ANXA1	TRUE	FALSE
9606.ENSP00000262719	9606.ENSP00000309629	288	PHLPP1	CFL1	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000310071	288	ACTA2	ANAPC10	FALSE	TRUE
9606.ENSP00000262211	9606.ENSP00000311449	288	SGK3	RAB6A	TRUE	FALSE
9606.ENSP00000305958	9606.ENSP00000313454	288	STIP1	UBA6	FALSE	TRUE
9606.ENSP00000339245	9606.ENSP00000341826	288	YTHDC1	HNRNPA1	TRUE	FALSE
9606.ENSP00000311028	9606.ENSP00000343557	288	RPS14	ZCCHC17	FALSE	TRUE
9606.ENSP00000233084	9606.ENSP00000346001	288	DDX1	RPL3	TRUE	FALSE
9606.ENSP00000217182	9606.ENSP00000348849	288	EEF1A2	RPS26	TRUE	FALSE
9606.ENSP00000229239	9606.ENSP00000348849	288	GAPDH	RPS26	TRUE	FALSE
9606.ENSP00000310071	9606.ENSP00000349960	288	ANAPC10	ACTB	TRUE	FALSE
9606.ENSP00000336702	9606.ENSP00000350024	288	EIF5A	SLC29A2	FALSE	TRUE
9606.ENSP00000283179	9606.ENSP00000351108	288	HNRNPU	HNRNPAB	TRUE	FALSE
9606.ENSP00000295688	9606.ENSP00000351108	288	CCT3	HNRNPAB	TRUE	FALSE
9606.ENSP00000346001	9606.ENSP00000351686	288	RPL3	PRDM10	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000351947	288	ACTA2	SMARCAD1	FALSE	TRUE
